tag,date,question_count,question_pct,unanswered_count,unanswered_pct
mongodb,12/30/2017,92358,0.006109089,32062,0.007389301
amazon-route53,12/30/2017,870,5.75E-05,289,6.65E-05
ios8,12/30/2017,9430,6.23E-04,3276,7.54E-04
amazon-dynamodb,12/30/2017,4685,3.10E-04,1672,3.85E-04
applepayjs,12/30/2017,18,1.19E-06,8,1.84E-06
osx,12/30/2017,82661,0.005464412,82661,0.01901437
amazon-ec2,12/30/2017,19978,0.00132067,7278,0.001674142
amazon-swf,12/30/2017,222,1.47E-05,76,1.75E-05
ios,12/30/2017,545022,0.036029381,179260,0.041234865
amazon-rds-aurora,12/30/2017,201,1.33E-05,87,2.00E-05
amazon-mws,12/29/2017,617,4.08E-05,245,5.64E-05
applepayjs,12/29/2017,18,1.19E-06,8,1.84E-06
amazon-simpledb,12/29/2017,389,2.57E-05,79,1.82E-05
amazon-web-services,12/29/2017,50673,0.003350914,19429,0.004471465
amazon-emr,12/29/2017,947,6.26E-05,433,9.97E-05
amazon-rds-aurora,12/29/2017,201,1.33E-05,87,2.00E-05
amazon-sqs,12/29/2017,1251,8.27E-05,413,9.50E-05
amazon-s3,12/29/2017,21588,0.001427575,8365,0.001925154
cognos,12/29/2017,812,5.37E-05,369,8.49E-05
sql-server,12/29/2017,220988,0.014613485,54271,0.012490069
amazon-cloudsearch,12/29/2017,304,2.01E-05,132,3.04E-05
amazon-cloudwatch,12/29/2017,827,5.47E-05,325,7.48E-05
amazon-dynamodb,12/29/2017,4680,3.09E-04,1671,3.85E-04
amazon-cloudfront,12/29/2017,1939,1.28E-04,733,1.69E-04
amazon-vpc,12/29/2017,574,3.80E-05,164,3.77E-05
actionscript-3,12/29/2017,41008,0.002711786,11060,0.002545395
mongodb,12/29/2017,92361,0.006107795,32095,0.007386325
azure,12/29/2017,50780,0.003357974,17072,0.003928986
ios,12/29/2017,544871,0.036031461,179191,0.041240063
citrix,12/29/2017,580,3.84E-05,290,6.67E-05
osx,12/29/2017,82634,0.005464456,82634,0.019017862
amazon-sns,12/29/2017,1139,7.53E-05,504,1.16E-04
amazon-rds,12/29/2017,1999,1.32E-04,772,1.78E-04
actionscript,12/29/2017,9049,5.98E-04,2425,5.58E-04
amazon-ebs,12/29/2017,318,2.10E-05,53,1.22E-05
android-pay,12/29/2017,487,3.22E-05,227,5.22E-05
android,12/29/2017,1062785,0.070279913,397225,0.091418565
amazon-cloudformation,12/29/2017,1665,1.10E-04,549,1.26E-04
amazon-ec2,12/29/2017,19968,0.001320448,7276,0.001674527
amazon-redshift,12/29/2017,2603,1.72E-04,934,2.15E-04
dropbox,12/29/2017,2977,1.97E-04,1143,2.63E-04
amazon-route53,12/29/2017,870,5.75E-05,289,6.65E-05
amazon-elastic-beanstalk,12/29/2017,556,3.68E-05,275,6.33E-05
amazon-kinesis,12/29/2017,564,3.73E-05,261,6.01E-05
excel,12/29/2017,136501,0.009026534,47635,0.01096284
amazon-cognito,12/29/2017,1307,8.64E-05,482,1.11E-04
paypal,12/29/2017,17640,0.001166495,8337,0.001918691
amazon-ses,12/29/2017,693,4.58E-05,236,5.43E-05
ios9,12/29/2017,4183,2.77E-04,1633,3.76E-04
ios8,12/29/2017,9431,6.24E-04,3276,7.54E-04
amazon-swf,12/29/2017,222,1.47E-05,76,1.75E-05
amazon-glacier,12/29/2017,170,1.12E-05,51,1.17E-05
windows,12/29/2017,116559,0.007707808,35964,0.008276849
amazon-elb,12/29/2017,930,6.15E-05,346,7.96E-05
amazon,12/29/2017,3972,2.63E-04,1559,3.59E-04
applepay,12/29/2017,297,1.96E-05,134,3.08E-05
stripe-payments,12/29/2017,3547,2.35E-04,1370,3.15E-04
dropbox-api,12/29/2017,1999,1.32E-04,803,1.85E-04
amazon-data-pipeline,12/29/2017,352,2.33E-05,177,4.07E-05
amazon-elasticache,12/29/2017,375,2.48E-05,153,3.52E-05
amazon-ecs,12/29/2017,610,4.03E-05,268,6.17E-05
amazon-lambda,12/29/2017,4906,3.24E-04,4906,0.001129086
google-spreadsheet,12/29/2017,12532,8.29E-04,4740,0.001090876
actionscript,12/28/2017,9049,5.99E-04,2425,5.58E-04
amazon-emr,12/28/2017,945,6.25E-05,430,9.90E-05
amazon-sns,12/28/2017,1138,7.53E-05,503,1.16E-04
amazon-data-pipeline,12/28/2017,352,2.33E-05,177,4.08E-05
amazon-simpledb,12/28/2017,389,2.57E-05,79,1.82E-05
applepayjs,12/28/2017,18,1.19E-06,8,1.84E-06
amazon-ec2,12/28/2017,19952,0.001319927,7264,0.001672891
amazon-swf,12/28/2017,222,1.47E-05,76,1.75E-05
amazon-rds-aurora,12/28/2017,201,1.33E-05,87,2.00E-05
ios,12/28/2017,544672,0.036032868,179086,0.041243405
azure,12/28/2017,50733,0.003356227,17042,0.003924717
amazon-sqs,12/28/2017,1250,8.27E-05,413,9.51E-05
amazon-s3,12/28/2017,21568,0.001426833,8353,0.001923686
sql-server,12/28/2017,220901,0.014613657,54234,0.012489948
amazon-ses,12/28/2017,692,4.58E-05,236,5.44E-05
amazon-ebs,12/28/2017,318,2.10E-05,53,1.22E-05
dropbox,12/28/2017,2975,1.97E-04,1142,2.63E-04
amazon-cloudformation,12/28/2017,1663,1.10E-04,547,1.26E-04
paypal,12/28/2017,17632,0.00116644,8337,0.001919986
windows,12/28/2017,116514,0.007707958,35939,0.008276657
applepay,12/28/2017,296,1.96E-05,133,3.06E-05
dropbox-api,12/28/2017,1999,1.32E-04,804,1.85E-04
amazon-lambda,12/28/2017,4887,3.23E-04,4887,0.001125469
amazon-rds,12/28/2017,1998,1.32E-04,772,1.78E-04
amazon-ecs,12/28/2017,610,4.04E-05,269,6.20E-05
osx,12/28/2017,82603,0.005464615,82603,0.019023424
cognos,12/28/2017,811,5.37E-05,369,8.50E-05
amazon-cloudsearch,12/28/2017,304,2.01E-05,132,3.04E-05
amazon-kinesis,12/28/2017,564,3.73E-05,261,6.01E-05
amazon,12/28/2017,3970,2.63E-04,1557,3.59E-04
amazon-cloudfront,12/28/2017,1938,1.28E-04,732,1.69E-04
amazon-redshift,12/28/2017,2600,1.72E-04,931,2.14E-04
amazon-glacier,12/28/2017,170,1.12E-05,51,1.17E-05
amazon-web-services,12/28/2017,50624,0.003349036,19399,0.004467567
citrix,12/28/2017,580,3.84E-05,290,6.68E-05
amazon-elastic-beanstalk,12/28/2017,556,3.68E-05,276,6.36E-05
ios9,12/28/2017,4183,2.77E-04,1633,3.76E-04
stripe-payments,12/28/2017,3540,2.34E-04,1366,3.15E-04
amazon-dynamodb,12/28/2017,4678,3.09E-04,1672,3.85E-04
amazon-route53,12/28/2017,870,5.76E-05,289,6.66E-05
ios8,12/28/2017,9431,6.24E-04,3278,7.55E-04
excel,12/28/2017,136419,0.009024772,47598,0.010961694
mongodb,12/28/2017,92300,0.00610626,32064,0.007384177
google-spreadsheet,12/28/2017,12516,8.28E-04,4736,0.00109069
android,12/28/2017,1062301,0.070276436,396969,0.091421169
actionscript-3,12/28/2017,41005,0.002712691,11057,0.002546414
amazon-mws,12/28/2017,617,4.08E-05,245,5.64E-05
amazon-elb,12/28/2017,927,6.13E-05,343,7.90E-05
android-pay,12/28/2017,487,3.22E-05,227,5.23E-05
amazon-cloudwatch,12/28/2017,827,5.47E-05,326,7.51E-05
amazon-cognito,12/28/2017,1305,8.63E-05,483,1.11E-04
amazon-vpc,12/28/2017,573,3.79E-05,163,3.75E-05
amazon-elasticache,12/28/2017,375,2.48E-05,153,3.52E-05
amazon-glacier,12/27/2017,170,1.13E-05,51,1.18E-05
amazon-sns,12/27/2017,1138,7.53E-05,503,1.16E-04
amazon-elb,12/27/2017,926,6.13E-05,345,7.95E-05
android-pay,12/27/2017,487,3.22E-05,227,5.23E-05
amazon-redshift,12/27/2017,2596,1.72E-04,932,2.15E-04
amazon-cloudfront,12/27/2017,1937,1.28E-04,731,1.68E-04
amazon,12/27/2017,3969,2.63E-04,1556,3.59E-04
amazon-kinesis,12/27/2017,564,3.73E-05,262,6.04E-05
amazon-cloudsearch,12/27/2017,304,2.01E-05,132,3.04E-05
cognos,12/27/2017,810,5.36E-05,368,8.48E-05
osx,12/27/2017,82570,0.005464654,82570,0.019027643
amazon-ecs,12/27/2017,609,4.03E-05,268,6.18E-05
amazon-cloudwatch,12/27/2017,825,5.46E-05,324,7.47E-05
amazon-data-pipeline,12/27/2017,352,2.33E-05,177,4.08E-05
amazon-rds,12/27/2017,1995,1.32E-04,772,1.78E-04
amazon-lambda,12/27/2017,4870,3.22E-04,4870,0.001122245
azure,12/27/2017,50706,0.003355803,17030,0.003924381
dropbox-api,12/27/2017,1999,1.32E-04,805,1.86E-04
applepay,12/27/2017,296,1.96E-05,133,3.06E-05
amazon-cognito,12/27/2017,1303,8.62E-05,481,1.11E-04
windows,12/27/2017,116478,0.007708704,35922,0.008277855
paypal,12/27/2017,17625,0.00116645,8333,0.001920251
amazon-cloudformation,12/27/2017,1662,1.10E-04,547,1.26E-04
dropbox,12/27/2017,2975,1.97E-04,1144,2.64E-04
amazon-ses,12/27/2017,692,4.58E-05,236,5.44E-05
amazon-ebs,12/27/2017,318,2.10E-05,53,1.22E-05
amazon-vpc,12/27/2017,572,3.79E-05,162,3.73E-05
sql-server,12/27/2017,220817,0.014614027,54211,0.01249237
amazon-elasticache,12/27/2017,375,2.48E-05,153,3.53E-05
ios,12/27/2017,544494,0.036034954,178982,0.041245709
amazon-s3,12/27/2017,21549,0.001426152,8343,0.001922566
amazon-sqs,12/27/2017,1250,8.27E-05,413,9.52E-05
amazon-emr,12/27/2017,944,6.25E-05,429,9.89E-05
amazon-rds-aurora,12/27/2017,199,1.32E-05,85,1.96E-05
actionscript,12/27/2017,9048,5.99E-04,2424,5.59E-04
amazon-swf,12/27/2017,222,1.47E-05,76,1.75E-05
amazon-ec2,12/27/2017,19941,0.001319732,7264,0.001673921
applepayjs,12/27/2017,18,1.19E-06,8,1.84E-06
amazon-simpledb,12/27/2017,389,2.57E-05,79,1.82E-05
ios8,12/27/2017,9431,6.24E-04,3278,7.55E-04
excel,12/27/2017,136353,0.009024067,47576,0.010963414
amazon-route53,12/27/2017,870,5.76E-05,289,6.66E-05
mongodb,12/27/2017,92245,0.006104905,32036,0.007382332
google-spreadsheet,12/27/2017,12507,8.28E-04,4731,0.001090213
amazon-dynamodb,12/27/2017,4677,3.10E-04,1673,3.86E-04
stripe-payments,12/27/2017,3538,2.34E-04,1367,3.15E-04
ios9,12/27/2017,4183,2.77E-04,1633,3.76E-04
amazon-elastic-beanstalk,12/27/2017,556,3.68E-05,276,6.36E-05
android,12/27/2017,1061818,0.070272939,396714,0.091418846
citrix,12/27/2017,579,3.83E-05,289,6.66E-05
actionscript-3,12/27/2017,41002,0.002713589,11054,0.002547294
amazon-web-services,12/27/2017,50579,0.00334741,19378,0.004465478
amazon-mws,12/27/2017,616,4.08E-05,244,5.62E-05
ios9,12/26/2017,4182,2.77E-04,1632,3.76E-04
amazon-data-pipeline,12/26/2017,352,2.33E-05,177,4.08E-05
amazon-sns,12/26/2017,1137,7.53E-05,503,1.16E-04
azure,12/26/2017,50690,0.003355769,17024,0.003925185
amazon-simpledb,12/26/2017,389,2.58E-05,79,1.82E-05
amazon-ec2,12/26/2017,19930,0.001319404,7256,0.001673001
amazon-rds-aurora,12/26/2017,198,1.31E-05,84,1.94E-05
amazon-s3,12/26/2017,21539,0.001425923,8337,0.001922245
paypal,12/26/2017,17620,0.001166475,8327,0.001919934
cognos,12/26/2017,810,5.36E-05,368,8.48E-05
amazon-cloudsearch,12/26/2017,304,2.01E-05,132,3.04E-05
amazon,12/26/2017,3963,2.62E-04,1551,3.58E-04
amazon-cloudfront,12/26/2017,1937,1.28E-04,731,1.69E-04
amazon-ses,12/26/2017,690,4.57E-05,234,5.40E-05
amazon-web-services,12/26/2017,50541,0.003345912,19355,0.004462643
citrix,12/26/2017,579,3.83E-05,289,6.66E-05
amazon-route53,12/26/2017,869,5.75E-05,288,6.64E-05
android,12/26/2017,1061496,0.070272957,396507,0.091421706
amazon-mws,12/26/2017,616,4.08E-05,244,5.63E-05
amazon-cognito,12/26/2017,1303,8.63E-05,481,1.11E-04
amazon-vpc,12/26/2017,573,3.79E-05,162,3.74E-05
actionscript,12/26/2017,9047,5.99E-04,2424,5.59E-04
amazon-emr,12/26/2017,943,6.24E-05,428,9.87E-05
amazon-cloudwatch,12/26/2017,825,5.46E-05,324,7.47E-05
android-pay,12/26/2017,487,3.22E-05,227,5.23E-05
amazon-elb,12/26/2017,924,6.12E-05,344,7.93E-05
actionscript-3,12/26/2017,40995,0.00271395,11048,0.002547319
google-spreadsheet,12/26/2017,12493,8.27E-04,4724,0.001089201
excel,12/26/2017,136312,0.009024101,47560,0.010965805
mongodb,12/26/2017,92167,0.006101612,31976,0.007372631
ios8,12/26/2017,9430,6.24E-04,3277,7.56E-04
amazon-dynamodb,12/26/2017,4669,3.09E-04,1665,3.84E-04
stripe-payments,12/26/2017,3536,2.34E-04,1365,3.15E-04
amazon-elastic-beanstalk,12/26/2017,556,3.68E-05,276,6.36E-05
amazon-glacier,12/26/2017,170,1.13E-05,51,1.18E-05
amazon-redshift,12/26/2017,2593,1.72E-04,929,2.14E-04
amazon-kinesis,12/26/2017,564,3.73E-05,262,6.04E-05
osx,12/26/2017,82555,0.005465308,82555,0.019034595
amazon-ecs,12/26/2017,608,4.03E-05,267,6.16E-05
amazon-rds,12/26/2017,1994,1.32E-04,773,1.78E-04
amazon-lambda,12/26/2017,4858,3.22E-04,4858,0.001120097
dropbox-api,12/26/2017,1997,1.32E-04,803,1.85E-04
applepay,12/26/2017,296,1.96E-05,133,3.07E-05
windows,12/26/2017,116457,0.007709662,35910,0.008279686
amazon-cloudformation,12/26/2017,1660,1.10E-04,550,1.27E-04
dropbox,12/26/2017,2973,1.97E-04,1143,2.64E-04
amazon-ebs,12/26/2017,318,2.11E-05,53,1.22E-05
sql-server,12/26/2017,220752,0.014614178,54183,0.012492852
ios,12/26/2017,544325,0.036035422,178884,0.041245081
amazon-sqs,12/26/2017,1249,8.27E-05,412,9.50E-05
amazon-swf,12/26/2017,222,1.47E-05,76,1.75E-05
applepayjs,12/26/2017,18,1.19E-06,8,1.84E-06
amazon-elasticache,12/26/2017,374,2.48E-05,152,3.50E-05
amazon-simpledb,12/25/2017,389,2.58E-05,79,1.82E-05
applepayjs,12/25/2017,18,1.19E-06,8,1.85E-06
amazon-emr,12/25/2017,944,6.25E-05,428,9.87E-05
dropbox,12/25/2017,2972,1.97E-04,1142,2.63E-04
amazon-cloudformation,12/25/2017,1660,1.10E-04,550,1.27E-04
amazon-ec2,12/25/2017,19926,0.001319389,7254,0.001673078
amazon-elasticache,12/25/2017,374,2.48E-05,152,3.51E-05
paypal,12/25/2017,17619,0.001166668,8327,0.001920542
stripe-payments,12/25/2017,3535,2.34E-04,1364,3.15E-04
windows,12/25/2017,116441,0.007710062,35893,0.008278419
applepay,12/25/2017,296,1.96E-05,133,3.07E-05
amazon-data-pipeline,12/25/2017,352,2.33E-05,177,4.08E-05
amazon-cloudwatch,12/25/2017,824,5.46E-05,323,7.45E-05
amazon-swf,12/25/2017,222,1.47E-05,76,1.75E-05
dropbox-api,12/25/2017,1997,1.32E-04,803,1.85E-04
amazon-rds-aurora,12/25/2017,198,1.31E-05,84,1.94E-05
azure,12/25/2017,50686,0.003356249,17021,0.003925731
amazon-lambda,12/25/2017,4854,3.21E-04,4854,0.001119536
amazon-ses,12/25/2017,689,4.56E-05,233,5.37E-05
amazon-rds,12/25/2017,1993,1.32E-04,772,1.78E-04
amazon-vpc,12/25/2017,573,3.79E-05,163,3.76E-05
amazon-ecs,12/25/2017,608,4.03E-05,268,6.18E-05
amazon-sqs,12/25/2017,1249,8.27E-05,412,9.50E-05
amazon-s3,12/25/2017,21534,0.001425862,8334,0.001922172
amazon-cognito,12/25/2017,1303,8.63E-05,482,1.11E-04
amazon-elastic-beanstalk,12/25/2017,556,3.68E-05,276,6.37E-05
osx,12/25/2017,82549,0.00546594,82549,0.019039305
ios9,12/25/2017,4182,2.77E-04,1632,3.76E-04
amazon-dynamodb,12/25/2017,4668,3.09E-04,1665,3.84E-04
amazon-sns,12/25/2017,1137,7.53E-05,503,1.16E-04
ios,12/25/2017,544227,0.036035746,178818,0.041243101
cognos,12/25/2017,810,5.36E-05,368,8.49E-05
amazon-cloudsearch,12/25/2017,304,2.01E-05,132,3.04E-05
ios8,12/25/2017,9430,6.24E-04,3278,7.56E-04
sql-server,12/25/2017,220721,0.014614892,54173,0.012494548
amazon-web-services,12/25/2017,50530,0.003345815,19350,0.004462926
android-pay,12/25/2017,487,3.22E-05,227,5.24E-05
amazon-kinesis,12/25/2017,564,3.73E-05,262,6.04E-05
amazon,12/25/2017,3963,2.62E-04,1550,3.57E-04
amazon-elb,12/25/2017,924,6.12E-05,344,7.93E-05
amazon-mws,12/25/2017,617,4.09E-05,244,5.63E-05
actionscript-3,12/25/2017,40994,0.002714395,11047,0.002547903
amazon-cloudfront,12/25/2017,1936,1.28E-04,730,1.68E-04
amazon-redshift,12/25/2017,2593,1.72E-04,931,2.15E-04
amazon-ebs,12/25/2017,318,2.11E-05,53,1.22E-05
amazon-glacier,12/25/2017,170,1.13E-05,51,1.18E-05
excel,12/25/2017,136287,0.009024152,47545,0.010965856
android,12/25/2017,1061254,0.070270237,396375,0.09142057
actionscript,12/25/2017,9046,5.99E-04,2423,5.59E-04
amazon-route53,12/25/2017,869,5.75E-05,288,6.64E-05
google-spreadsheet,12/25/2017,12486,8.27E-04,4720,0.001088629
mongodb,12/25/2017,92133,0.006100712,31958,0.007370811
citrix,12/25/2017,579,3.83E-05,289,6.67E-05
citrix,12/24/2017,579,3.83E-05,289,6.67E-05
amazon-elastic-beanstalk,12/24/2017,556,3.68E-05,276,6.37E-05
ios9,12/24/2017,4182,2.77E-04,1632,3.77E-04
amazon-web-services,12/24/2017,50516,0.003345466,19347,0.004463561
stripe-payments,12/24/2017,3533,2.34E-04,1363,3.14E-04
amazon-elasticache,12/24/2017,374,2.48E-05,152,3.51E-05
ios8,12/24/2017,9429,6.24E-04,3277,7.56E-04
amazon-dynamodb,12/24/2017,4668,3.09E-04,1666,3.84E-04
amazon-route53,12/24/2017,869,5.76E-05,288,6.64E-05
actionscript,12/24/2017,9046,5.99E-04,2423,5.59E-04
amazon-sns,12/24/2017,1135,7.52E-05,502,1.16E-04
amazon-simpledb,12/24/2017,389,2.58E-05,79,1.82E-05
applepayjs,12/24/2017,18,1.19E-06,8,1.85E-06
amazon-ec2,12/24/2017,19924,0.001319484,7256,0.001674037
amazon-swf,12/24/2017,222,1.47E-05,76,1.75E-05
amazon-rds-aurora,12/24/2017,198,1.31E-05,84,1.94E-05
amazon-sqs,12/24/2017,1249,8.27E-05,412,9.51E-05
amazon-s3,12/24/2017,21530,0.001425843,8339,0.001923896
azure,12/24/2017,50683,0.003356517,17018,0.003926218
sql-server,12/24/2017,220692,0.01461549,54168,0.012497105
amazon-data-pipeline,12/24/2017,352,2.33E-05,177,4.08E-05
ios,12/24/2017,544174,0.036038467,178778,0.041246109
amazon-ebs,12/24/2017,318,2.11E-05,53,1.22E-05
dropbox,12/24/2017,2972,1.97E-04,1142,2.63E-04
amazon-cloudformation,12/24/2017,1659,1.10E-04,549,1.27E-04
paypal,12/24/2017,17619,0.00116683,8327,0.00192112
windows,12/24/2017,116421,0.007710066,35880,0.008277878
applepay,12/24/2017,296,1.96E-05,133,3.07E-05
amazon-cloudwatch,12/24/2017,823,5.45E-05,322,7.43E-05
dropbox-api,12/24/2017,1997,1.32E-04,803,1.85E-04
amazon-emr,12/24/2017,943,6.25E-05,427,9.85E-05
amazon-lambda,12/24/2017,4849,3.21E-04,4849,0.001118715
amazon-kinesis,12/24/2017,564,3.74E-05,262,6.04E-05
amazon-rds,12/24/2017,1992,1.32E-04,771,1.78E-04
amazon-vpc,12/24/2017,573,3.79E-05,163,3.76E-05
amazon-ecs,12/24/2017,608,4.03E-05,268,6.18E-05
osx,12/24/2017,82539,0.005466222,82539,0.019042647
amazon-cognito,12/24/2017,1303,8.63E-05,482,1.11E-04
cognos,12/24/2017,810,5.36E-05,368,8.49E-05
amazon-cloudsearch,12/24/2017,304,2.01E-05,132,3.05E-05
android-pay,12/24/2017,487,3.23E-05,227,5.24E-05
amazon,12/24/2017,3964,2.63E-04,1550,3.58E-04
amazon-elb,12/24/2017,924,6.12E-05,345,7.96E-05
amazon-mws,12/24/2017,617,4.09E-05,244,5.63E-05
amazon-ses,12/24/2017,689,4.56E-05,233,5.38E-05
actionscript-3,12/24/2017,40995,0.00271493,11049,0.002549124
amazon-cloudfront,12/24/2017,1936,1.28E-04,730,1.68E-04
amazon-redshift,12/24/2017,2593,1.72E-04,931,2.15E-04
excel,12/24/2017,136279,0.009025177,47531,0.010965882
amazon-glacier,12/24/2017,170,1.13E-05,51,1.18E-05
android,12/24/2017,1061033,0.070267719,396256,0.09142024
google-spreadsheet,12/24/2017,12485,8.27E-04,4719,0.001088721
mongodb,12/24/2017,92104,0.006099881,31937,0.007368126
amazon-vpc,12/23/2017,572,3.79E-05,162,3.74E-05
amazon-cognito,12/23/2017,1303,8.63E-05,482,1.11E-04
amazon-ses,12/23/2017,691,4.58E-05,234,5.40E-05
amazon-cloudwatch,12/23/2017,823,5.45E-05,323,7.45E-05
android-pay,12/23/2017,487,3.23E-05,227,5.24E-05
excel,12/23/2017,136257,0.009025403,47525,0.010967769
amazon-elb,12/23/2017,925,6.13E-05,347,8.00E-05
amazon-mws,12/23/2017,617,4.09E-05,244,5.63E-05
actionscript-3,12/23/2017,41003,0.002714082,11057,0.002546107
android,12/23/2017,1060772,0.070263552,396120,0.091416302
google-spreadsheet,12/23/2017,12475,8.26E-04,4716,0.001088355
mongodb,12/23/2017,92079,0.006099354,31926,0.007367774
ios8,12/23/2017,9428,6.24E-04,3276,7.54E-04
amazon-route53,12/23/2017,869,5.75E-05,288,6.64E-05
amazon-dynamodb,12/23/2017,4669,3.09E-04,1666,3.84E-04
amazon-web-services,12/23/2017,50546,0.003346159,19382,0.004465537
stripe-payments,12/23/2017,3531,2.34E-04,1362,3.14E-04
ios9,12/23/2017,4184,2.77E-04,1634,3.76E-04
amazon-elastic-beanstalk,12/23/2017,555,3.68E-05,275,6.34E-05
citrix,12/23/2017,579,3.84E-05,289,6.67E-05
amazon-glacier,12/23/2017,170,1.13E-05,51,1.18E-05
amazon-redshift,12/23/2017,2595,1.72E-04,932,2.15E-04
amazon-cloudfront,12/23/2017,1937,1.28E-04,731,1.69E-04
amazon,12/23/2017,3968,2.63E-04,1553,3.58E-04
amazon-cloudsearch,12/23/2017,304,2.01E-05,132,3.05E-05
cognos,12/23/2017,810,5.37E-05,368,8.49E-05
osx,12/23/2017,82602,0.005467619,82602,0.019020824
amazon-ecs,12/23/2017,608,4.03E-05,268,6.18E-05
amazon-rds,12/23/2017,1993,1.32E-04,773,1.78E-04
amazon-kinesis,12/23/2017,564,3.74E-05,262,6.04E-05
amazon-lambda,12/23/2017,4846,3.21E-04,4846,0.001118357
dropbox-api,12/23/2017,1997,1.32E-04,803,1.85E-04
applepay,12/23/2017,296,1.96E-05,133,3.06E-05
windows,12/23/2017,116400,0.007710111,35873,0.008278731
azure,12/23/2017,50675,0.003356613,17010,0.003925547
amazon-cloudformation,12/23/2017,1657,1.10E-04,551,1.27E-04
paypal,12/23/2017,17617,0.001166915,8326,0.001921462
dropbox,12/23/2017,2971,1.97E-04,1141,2.63E-04
amazon-ebs,12/23/2017,318,2.11E-05,53,1.22E-05
ios,12/23/2017,544396,0.036034839,179037,0.041226984
sql-server,12/23/2017,220650,0.01461543,54147,0.012495984
amazon-data-pipeline,12/23/2017,353,2.34E-05,177,4.08E-05
amazon-s3,12/23/2017,21537,0.001425913,8349,0.001924202
amazon-sqs,12/23/2017,1250,8.28E-05,413,9.52E-05
amazon-rds-aurora,12/23/2017,198,1.31E-05,84,1.94E-05
amazon-swf,12/23/2017,222,1.47E-05,76,1.75E-05
amazon-ec2,12/23/2017,19930,0.001319518,7265,0.001674102
applepayjs,12/23/2017,18,1.19E-06,8,1.84E-06
amazon-simpledb,12/23/2017,389,2.58E-05,79,1.82E-05
amazon-sns,12/23/2017,1136,7.52E-05,504,1.16E-04
amazon-elasticache,12/23/2017,374,2.48E-05,152,3.51E-05
amazon-emr,12/23/2017,943,6.25E-05,428,9.87E-05
actionscript,12/23/2017,9046,5.99E-04,2423,5.58E-04
sql-server,12/22/2017,220647,0.014610601,54186,0.012484002
actionscript-3,12/22/2017,41001,0.002714915,11055,0.002547038
amazon-s3,12/22/2017,21530,0.001425624,8350,0.001923807
amazon-sqs,12/22/2017,1249,8.27E-05,412,9.49E-05
amazon-rds-aurora,12/22/2017,197,1.30E-05,83,1.91E-05
amazon-swf,12/22/2017,222,1.47E-05,76,1.75E-05
amazon-mws,12/22/2017,617,4.09E-05,245,5.64E-05
amazon-ec2,12/22/2017,19922,0.001319149,7262,0.001673137
amazon-simpledb,12/22/2017,389,2.58E-05,79,1.82E-05
applepayjs,12/22/2017,18,1.19E-06,8,1.84E-06
amazon-elb,12/22/2017,925,6.12E-05,347,7.99E-05
ios9,12/22/2017,4183,2.77E-04,1633,3.76E-04
amazon,12/22/2017,3966,2.63E-04,1552,3.58E-04
android-pay,12/22/2017,487,3.22E-05,227,5.23E-05
amazon-elasticache,12/22/2017,374,2.48E-05,152,3.50E-05
amazon-cloudsearch,12/22/2017,304,2.01E-05,132,3.04E-05
excel,12/22/2017,136309,0.009025987,47614,0.010969873
citrix,12/22/2017,581,3.85E-05,291,6.70E-05
cognos,12/22/2017,812,5.38E-05,370,8.52E-05
stripe-payments,12/22/2017,3539,2.34E-04,1371,3.16E-04
osx,12/22/2017,82576,0.005467852,82576,0.019025343
amazon-elastic-beanstalk,12/22/2017,553,3.66E-05,274,6.31E-05
amazon-ecs,12/22/2017,609,4.03E-05,269,6.20E-05
ios8,12/22/2017,9428,6.24E-04,3276,7.55E-04
actionscript,12/22/2017,9046,5.99E-04,2423,5.58E-04
amazon-rds,12/22/2017,1991,1.32E-04,772,1.78E-04
amazon-dynamodb,12/22/2017,4670,3.09E-04,1670,3.85E-04
amazon-kinesis,12/22/2017,564,3.73E-05,262,6.04E-05
amazon-lambda,12/22/2017,4841,3.21E-04,4841,0.001115343
azure,12/22/2017,50664,0.003354821,17021,0.003921496
dropbox-api,12/22/2017,1998,1.32E-04,804,1.85E-04
amazon-web-services,12/22/2017,50516,0.003344953,19386,0.00446646
amazon-cloudwatch,12/22/2017,823,5.45E-05,324,7.46E-05
amazon-route53,12/22/2017,870,5.76E-05,289,6.66E-05
applepay,12/22/2017,296,1.96E-05,134,3.09E-05
windows,12/22/2017,116468,0.007712172,35957,0.008284193
android,12/22/2017,1061220,0.070270996,396715,0.091400036
amazon-cloudformation,12/22/2017,1656,1.10E-04,553,1.27E-04
paypal,12/22/2017,17629,0.00116734,8337,0.001920774
dropbox,12/22/2017,2974,1.97E-04,1143,2.63E-04
mongodb,12/22/2017,92118,0.006099761,31982,0.007368335
amazon-emr,12/22/2017,943,6.24E-05,428,9.86E-05
amazon-vpc,12/22/2017,573,3.79E-05,163,3.76E-05
amazon-cognito,12/22/2017,1301,8.61E-05,483,1.11E-04
amazon-ses,12/22/2017,691,4.58E-05,234,5.39E-05
amazon-glacier,12/22/2017,170,1.13E-05,52,1.20E-05
google-spreadsheet,12/22/2017,12479,8.26E-04,4729,0.001089525
ios,12/22/2017,544200,0.036034748,178906,0.041219579
amazon-cloudfront,12/22/2017,1937,1.28E-04,731,1.68E-04
amazon-ebs,12/22/2017,317,2.10E-05,53,1.22E-05
amazon-data-pipeline,12/22/2017,353,2.34E-05,177,4.08E-05
